provider_id,full_name,registration_number,mci_number,license_id,specialization,phone,email,clinic_name,address,city,state,zipcode,license_valid_from,license_valid_to,verification_status,data_quality_score
133,Dr. Provider 133,DLMC/16845,GJMC/57508,LIC7043019,Gynecologist,+917546538950,provider133@hospital.com,Clinic 133,80 Health Street,Kolkata,GJ,405610,2020-01-01,2027-12-31,Expired,83
134,Dr. Provider 134,GJMC/54264,MHMC/81066,LIC3081303,General Physician,+919207060357,provider134@hospital.com,Clinic 134,7 Health Street,Jaipur,GJ,669644,2018-01-01,2029-12-31,Pending,78
135,Dr. Provider 135,GJMC/40421,MHMC/73850,LIC3534074,Gynecologist,+916732623145,provider135@hospital.com,Clinic 135,176 Health Street,Kolkata,KA,652934,2014-01-01,2025-12-31,Verified,73
136,Dr. Provider 136,DLMC/23756,APMC/58296,LIC7067005,Orthopedic Surgeon,+919790654249,provider136@hospital.com,Clinic 136,80 Health Street,Chennai,RJ,554973,2011-01-01,2025-12-31,Pending,98
137,Dr. Provider 137,KLMC/42363,KAMC/29320,LIC6019701,Cardiologist,+916650690874,provider137@hospital.com,Clinic 137,194 Health Street,Lucknow,DL,617159,2021-01-01,2026-12-31,Pending,92
138,Dr. Provider 138,UPMC/31718,UPMC/58231,LIC8899345,ENT Specialist,+918579131548,provider138@hospital.com,Clinic 138,89 Health Street,Jaipur,AP,518571,2018-01-01,2026-12-31,Pending,97
139,Dr. Provider 139,WBMC/88779,TNMC/58398,LIC5579721,Dermatologist,+916630165059,provider139@hospital.com,Clinic 139,132 Health Street,Kochi,MH,612948,2017-01-01,2027-12-31,Verified,98
140,Dr. Provider 140,TNMC/39358,KAMC/20656,LIC3364886,Neurologist,+917439880810,provider140@hospital.com,Clinic 140,135 Health Street,Hyderabad,WB,645990,2022-01-01,2027-12-31,Expired,40
141,Dr. Provider 141,GJMC/51971,APMC/75270,LIC9432689,General Physician,+917860374524,provider141@hospital.com,Clinic 141,112 Health Street,Jaipur,TN,690389,2022-01-01,2027-12-31,Verified,81
142,Dr. Provider 142,APMC/17483,KLMC/14810,LIC5573559,Orthopedic Surgeon,+919927630202,provider142@hospital.com,Clinic 142,125 Health Street,Jaipur,WB,422615,2020-01-01,2029-12-31,Expired,65
143,Dr. Provider 143,GJMC/73454,WBMC/25595,LIC8918390,Cardiologist,+917948477164,provider143@hospital.com,Clinic 143,124 Health Street,Lucknow,MH,610205,2015-01-01,2030-12-31,Expired,96
144,Dr. Provider 144,DLMC/60085,MHMC/85561,LIC8854578,Pediatrician,+917572382759,provider144@hospital.com,Clinic 144,122 Health Street,Bengaluru,AP,684260,2010-01-01,2028-12-31,Verified,78
145,Dr. Provider 145,GJMC/75637,KLMC/41695,LIC1089882,Psychiatrist,+917336604037,provider145@hospital.com,Clinic 145,64 Health Street,Jaipur,KA,486083,2021-01-01,2025-12-31,Expired,56
146,Dr. Provider 146,MHMC/14569,KAMC/00754,LIC5450590,Neurologist,+917450891617,provider146@hospital.com,Clinic 146,193 Health Street,Chennai,AP,634303,2020-01-01,2028-12-31,Pending,68
147,Dr. Provider 147,MHMC/19352,WBMC/54907,LIC4055792,Psychiatrist,+918753744088,provider147@hospital.com,Clinic 147,72 Health Street,Mumbai,AP,667228,2011-01-01,2027-12-31,Expired,69
148,Dr. Provider 148,TNMC/24530,RJMC/69074,LIC2979882,Pediatrician,+917490780635,provider148@hospital.com,Clinic 148,174 Health Street,Ahmedabad,WB,572367,2014-01-01,2026-12-31,Verified,54
149,Dr. Provider 149,APMC/35888,RJMC/95268,LIC8441676,Cardiologist,+916974086186,provider149@hospital.com,Clinic 149,153 Health Street,Chennai,RJ,439191,2020-01-01,2029-12-31,Pending,43
150,Dr. Provider 150,KAMC/62555,KLMC/58964,LIC8265979,ENT Specialist,+919867566284,provider150@hospital.com,Clinic 150,101 Health Street,Mumbai,UP,515959,2018-01-01,2029-12-31,Pending,68
151,Dr. Provider 151,WBMC/31308,KLMC/84514,LIC3221665,Neurologist,+917935777599,provider151@hospital.com,Clinic 151,85 Health Street,Delhi,KA,575708,2011-01-01,2030-12-31,Expired,92
152,Dr. Provider 152,DLMC/07368,KLMC/59230,LIC7189828,Cardiologist,+918295214215,provider152@hospital.com,Clinic 152,12 Health Street,Kochi,UP,651988,2022-01-01,2029-12-31,Verified,48
153,Dr. Provider 153,KLMC/24933,KLMC/05880,LIC8408989,Psychiatrist,+919267553715,provider153@hospital.com,Clinic 153,95 Health Street,Ahmedabad,MH,681900,2020-01-01,2027-12-31,Expired,46
154,Dr. Provider 154,MHMC/68640,MHMC/45985,LIC2412074,Neurologist,+917943602496,provider154@hospital.com,Clinic 154,184 Health Street,Delhi,KA,575720,2014-01-01,2026-12-31,Expired,70
155,Dr. Provider 155,KLMC/29716,UPMC/15110,LIC6609235,ENT Specialist,+919636123125,provider155@hospital.com,Clinic 155,141 Health Street,Jaipur,DL,659288,2012-01-01,2027-12-31,Expired,85
156,Dr. Provider 156,KAMC/15164,WBMC/63964,LIC7750726,General Physician,+918441884953,provider156@hospital.com,Clinic 156,109 Health Street,Chennai,TN,450343,2017-01-01,2027-12-31,Pending,89
157,Dr. Provider 157,APMC/96299,DLMC/50851,LIC5654675,Orthopedic Surgeon,+917397896653,provider157@hospital.com,Clinic 157,176 Health Street,Chennai,DL,442699,2020-01-01,2030-12-31,Pending,100
158,Dr. Provider 158,GJMC/96121,DLMC/76568,LIC9492874,ENT Specialist,+918462957284,provider158@hospital.com,Clinic 158,57 Health Street,Jaipur,AP,544916,2020-01-01,2026-12-31,Pending,63
159,Dr. Provider 159,TNMC/62855,UPMC/86539,LIC6690792,Cardiologist,+919435606999,provider159@hospital.com,Clinic 159,101 Health Street,Lucknow,MH,430719,2014-01-01,2027-12-31,Pending,91
160,Dr. Provider 160,TNMC/96221,APMC/61433,LIC7268974,Gynecologist,+917405127838,provider160@hospital.com,Clinic 160,1 Health Street,Kochi,MH,424031,2014-01-01,2026-12-31,Pending,54
161,Dr. Provider 161,DLMC/43283,TNMC/18467,LIC3627598,Dermatologist,+917586535746,provider161@hospital.com,Clinic 161,43 Health Street,Ahmedabad,GJ,589675,2012-01-01,2026-12-31,Expired,77
162,Dr. Provider 162,DLMC/26311,APMC/49391,LIC3193608,Dermatologist,+917387913031,provider162@hospital.com,Clinic 162,190 Health Street,Jaipur,TN,611770,2017-01-01,2029-12-31,Expired,65
163,Dr. Provider 163,APMC/91642,KAMC/53810,LIC9642488,Cardiologist,+919983382697,provider163@hospital.com,Clinic 163,40 Health Street,Mumbai,WB,550547,2012-01-01,2025-12-31,Verified,69
164,Dr. Provider 164,KAMC/32093,KAMC/55355,LIC3284165,ENT Specialist,+918583924682,provider164@hospital.com,Clinic 164,124 Health Street,Lucknow,MH,621792,2021-01-01,2026-12-31,Pending,87
165,Dr. Provider 165,KLMC/31193,KLMC/80883,LIC1343548,Cardiologist,+917310963016,provider165@hospital.com,Clinic 165,43 Health Street,Ahmedabad,DL,544586,2014-01-01,2026-12-31,Pending,96
166,Dr. Provider 166,TNMC/67626,TNMC/58257,LIC5016683,Gynecologist,+917854115605,provider166@hospital.com,Clinic 166,80 Health Street,Kochi,MH,552854,2016-01-01,2029-12-31,Pending,62
167,Dr. Provider 167,APMC/20708,MHMC/48691,LIC9122897,Gynecologist,+916548777270,provider167@hospital.com,Clinic 167,59 Health Street,Ahmedabad,GJ,614625,2012-01-01,2025-12-31,Pending,46
168,Dr. Provider 168,RJMC/12524,KAMC/25390,LIC1800761,Cardiologist,+919325090101,provider168@hospital.com,Clinic 168,33 Health Street,Ahmedabad,KL,598886,2020-01-01,2027-12-31,Verified,70
169,Dr. Provider 169,APMC/04982,APMC/93137,LIC7995321,Pediatrician,+917351432731,provider169@hospital.com,Clinic 169,29 Health Street,Delhi,AP,453702,2014-01-01,2027-12-31,Expired,90
170,Dr. Provider 170,APMC/84542,MHMC/29157,LIC7626378,Pediatrician,+917379825661,provider170@hospital.com,Clinic 170,59 Health Street,Chennai,GJ,433775,2014-01-01,2029-12-31,Pending,77
171,Dr. Provider 171,TNMC/31161,GJMC/33754,LIC0307845,Dermatologist,+917839874833,provider171@hospital.com,Clinic 171,108 Health Street,Kolkata,RJ,677443,2016-01-01,2025-12-31,Verified,77
172,Dr. Provider 172,TNMC/95541,APMC/97376,LIC3498892,Neurologist,+917283757653,provider172@hospital.com,Clinic 172,149 Health Street,Jaipur,RJ,491549,2011-01-01,2028-12-31,Pending,72
173,Dr. Provider 173,TNMC/19828,KAMC/29746,LIC2227558,Pediatrician,+918605980723,provider173@hospital.com,Clinic 173,21 Health Street,Hyderabad,KL,474367,2014-01-01,2028-12-31,Expired,53
174,Dr. Provider 174,KAMC/35241,WBMC/03355,LIC9786402,Neurologist,+916552006209,provider174@hospital.com,Clinic 174,156 Health Street,Jaipur,RJ,403646,2011-01-01,2026-12-31,Verified,51
175,Dr. Provider 175,WBMC/94209,KLMC/79560,LIC2663311,Pediatrician,+917810834245,provider175@hospital.com,Clinic 175,28 Health Street,Mumbai,DL,698964,2016-01-01,2028-12-31,Expired,96
176,Dr. Provider 176,APMC/34992,KLMC/06995,LIC3459741,Dermatologist,+919852634932,provider176@hospital.com,Clinic 176,36 Health Street,Hyderabad,KL,623606,2016-01-01,2030-12-31,Verified,45
177,Dr. Provider 177,GJMC/32020,DLMC/30515,LIC4760434,Orthopedic Surgeon,+917425751336,provider177@hospital.com,Clinic 177,1 Health Street,Kochi,KA,529404,2015-01-01,2029-12-31,Pending,68
178,Dr. Provider 178,KAMC/94816,DLMC/84524,LIC5813044,Gynecologist,+917544309245,provider178@hospital.com,Clinic 178,164 Health Street,Kochi,DL,515968,2012-01-01,2025-12-31,Pending,59
179,Dr. Provider 179,MHMC/88331,TNMC/69637,LIC6328717,Orthopedic Surgeon,+918536820047,provider179@hospital.com,Clinic 179,148 Health Street,Kolkata,RJ,468943,2015-01-01,2030-12-31,Verified,49
180,Dr. Provider 180,UPMC/48960,GJMC/21963,LIC2211647,ENT Specialist,+919499061222,provider180@hospital.com,Clinic 180,137 Health Street,Bengaluru,MH,594775,2022-01-01,2025-12-31,Expired,68
181,Dr. Provider 181,MHMC/89192,RJMC/00069,LIC0626313,Psychiatrist,+917598114390,provider181@hospital.com,Clinic 181,85 Health Street,Kolkata,KA,580057,2017-01-01,2030-12-31,Expired,46
182,Dr. Provider 182,KAMC/29809,DLMC/29886,LIC3973883,Gynecologist,+918432582308,provider182@hospital.com,Clinic 182,106 Health Street,Chennai,WB,533918,2021-01-01,2027-12-31,Verified,66
183,Dr. Provider 183,UPMC/85080,KLMC/93364,LIC3777137,Dermatologist,+917689529937,provider183@hospital.com,Clinic 183,13 Health Street,Hyderabad,DL,631111,2016-01-01,2029-12-31,Verified,71
184,Dr. Provider 184,KAMC/30924,KAMC/78366,LIC2801160,Dermatologist,+916935378459,provider184@hospital.com,Clinic 184,175 Health Street,Lucknow,RJ,499839,2020-01-01,2026-12-31,Pending,88
185,Dr. Provider 185,RJMC/66453,RJMC/89122,LIC7879540,Neurologist,+919076031791,provider185@hospital.com,Clinic 185,199 Health Street,Kochi,KA,668343,2022-01-01,2027-12-31,Expired,86
186,Dr. Provider 186,DLMC/08301,WBMC/66262,LIC6532038,Cardiologist,+917416545876,provider186@hospital.com,Clinic 186,12 Health Street,Delhi,DL,647193,2017-01-01,2027-12-31,Verified,81
187,Dr. Provider 187,GJMC/41292,RJMC/59642,LIC9662664,Dermatologist,+916157473308,provider187@hospital.com,Clinic 187,141 Health Street,Kolkata,GJ,406096,2013-01-01,2027-12-31,Verified,95
188,Dr. Provider 188,TNMC/36320,APMC/83026,LIC6089131,General Physician,+919758102240,provider188@hospital.com,Clinic 188,89 Health Street,Kolkata,MH,437309,2011-01-01,2028-12-31,Expired,61
189,Dr. Provider 189,WBMC/45382,KLMC/33729,LIC1935547,Gynecologist,+916748559544,provider189@hospital.com,Clinic 189,138 Health Street,Hyderabad,MH,596290,2010-01-01,2026-12-31,Verified,80
190,Dr. Provider 190,KLMC/79216,RJMC/34347,LIC6390274,Neurologist,+919024682659,provider190@hospital.com,Clinic 190,152 Health Street,Kochi,WB,484913,2021-01-01,2028-12-31,Expired,96
191,Dr. Provider 191,UPMC/38837,KLMC/88337,LIC3406054,ENT Specialist,+917660849847,provider191@hospital.com,Clinic 191,12 Health Street,Delhi,RJ,500144,2018-01-01,2026-12-31,Pending,69
192,Dr. Provider 192,APMC/78358,UPMC/01428,LIC6721113,Pediatrician,+919463125994,provider192@hospital.com,Clinic 192,99 Health Street,Delhi,DL,658932,2013-01-01,2030-12-31,Pending,90
193,Dr. Provider 193,KAMC/03645,RJMC/70680,LIC5436314,Dermatologist,+917875038021,provider193@hospital.com,Clinic 193,7 Health Street,Mumbai,KA,451755,2010-01-01,2027-12-31,Pending,59
194,Dr. Provider 194,TNMC/58620,WBMC/87697,LIC9364854,Cardiologist,+919121924961,provider194@hospital.com,Clinic 194,59 Health Street,Kolkata,KA,505346,2017-01-01,2025-12-31,Pending,47
195,Dr. Provider 195,DLMC/42483,WBMC/08268,LIC5754065,General Physician,+918922198872,provider195@hospital.com,Clinic 195,177 Health Street,Delhi,MH,690426,2011-01-01,2027-12-31,Verified,84
196,Dr. Provider 196,WBMC/47012,UPMC/42145,LIC5223347,Cardiologist,+919762447955,provider196@hospital.com,Clinic 196,62 Health Street,Kolkata,MH,484730,2020-01-01,2026-12-31,Verified,65
197,Dr. Provider 197,GJMC/06161,DLMC/78798,LIC2600898,Pediatrician,+917176066220,provider197@hospital.com,Clinic 197,104 Health Street,Kochi,RJ,523478,2010-01-01,2025-12-31,Verified,54
198,Dr. Provider 198,WBMC/14644,UPMC/51643,LIC6854342,Dermatologist,+916594362502,provider198@hospital.com,Clinic 198,114 Health Street,Jaipur,UP,460497,2017-01-01,2028-12-31,Pending,52
199,Dr. Provider 199,WBMC/83997,RJMC/95497,LIC8565153,Neurologist,+919354479977,provider199@hospital.com,Clinic 199,170 Health Street,Jaipur,TN,606907,2010-01-01,2026-12-31,Expired,93
200,Dr. Provider 200,DLMC/88259,APMC/66875,LIC1630820,General Physician,+919283892625,provider200@hospital.com,Clinic 200,119 Health Street,Delhi,MH,658207,2018-01-01,2028-12-31,Verified,61
201,Dr. Provider 201,GJMC/34362,UPMC/24270,LIC7599683,Orthopedic Surgeon,+916355994749,provider201@hospital.com,Clinic 201,151 Health Street,Delhi,RJ,596719,2013-01-01,2029-12-31,Pending,78
202,Dr. Provider 202,KAMC/70652,WBMC/95887,LIC3246397,ENT Specialist,+917536607702,provider202@hospital.com,Clinic 202,172 Health Street,Ahmedabad,KA,425469,2012-01-01,2028-12-31,Verified,95
203,Dr. Provider 203,DLMC/64842,UPMC/60334,LIC2605845,Dermatologist,+916350181879,provider203@hospital.com,Clinic 203,53 Health Street,Mumbai,TN,512211,2020-01-01,2028-12-31,Pending,63
204,Dr. Provider 204,KLMC/63601,KAMC/86756,LIC8938841,General Physician,+918284853559,provider204@hospital.com,Clinic 204,67 Health Street,Hyderabad,UP,556455,2021-01-01,2030-12-31,Pending,75
205,Dr. Provider 205,KAMC/52695,MHMC/46572,LIC7194832,ENT Specialist,+918376069228,provider205@hospital.com,Clinic 205,145 Health Street,Kochi,KA,446236,2017-01-01,2027-12-31,Pending,74
206,Dr. Provider 206,RJMC/55666,WBMC/28200,LIC5616861,Orthopedic Surgeon,+919022263021,provider206@hospital.com,Clinic 206,90 Health Street,Kochi,UP,600161,2013-01-01,2028-12-31,Verified,95
207,Dr. Provider 207,APMC/83038,APMC/72921,LIC3419702,Orthopedic Surgeon,+917644726169,provider207@hospital.com,Clinic 207,180 Health Street,Lucknow,WB,403231,2013-01-01,2030-12-31,Verified,72
208,Dr. Provider 208,GJMC/74568,MHMC/06100,LIC2967126,Dermatologist,+916783935243,provider208@hospital.com,Clinic 208,24 Health Street,Kolkata,MH,432626,2010-01-01,2028-12-31,Verified,53
209,Dr. Provider 209,MHMC/44796,KAMC/65644,LIC7881110,General Physician,+918079297039,provider209@hospital.com,Clinic 209,103 Health Street,Mumbai,UP,640552,2015-01-01,2027-12-31,Verified,66
210,Dr. Provider 210,KLMC/60164,RJMC/05356,LIC8095098,Orthopedic Surgeon,+918487650811,provider210@hospital.com,Clinic 210,153 Health Street,Kochi,GJ,470494,2012-01-01,2029-12-31,Pending,49
211,Dr. Provider 211,GJMC/41018,KLMC/92758,LIC0065002,Orthopedic Surgeon,+918028745987,provider211@hospital.com,Clinic 211,125 Health Street,Jaipur,AP,603563,2019-01-01,2025-12-31,Expired,69
212,Dr. Provider 212,RJMC/39266,GJMC/02493,LIC7210541,Neurologist,+917081325577,provider212@hospital.com,Clinic 212,100 Health Street,Bengaluru,DL,483769,2011-01-01,2029-12-31,Pending,40
213,Dr. Provider 213,GJMC/92354,DLMC/47001,LIC7437613,Pediatrician,+917801639409,provider213@hospital.com,Clinic 213,79 Health Street,Kolkata,KL,473003,2017-01-01,2026-12-31,Expired,92
214,Dr. Provider 214,APMC/47394,KAMC/13390,LIC1110486,General Physician,+916822511601,provider214@hospital.com,Clinic 214,23 Health Street,Hyderabad,RJ,446322,2010-01-01,2029-12-31,Verified,59
215,Dr. Provider 215,KLMC/72905,KAMC/18190,LIC2674516,Gynecologist,+916708148112,provider215@hospital.com,Clinic 215,17 Health Street,Lucknow,KL,610295,2020-01-01,2029-12-31,Pending,76
216,Dr. Provider 216,GJMC/29976,UPMC/93955,LIC7695476,Neurologist,+918736596926,provider216@hospital.com,Clinic 216,168 Health Street,Ahmedabad,GJ,605661,2018-01-01,2026-12-31,Verified,92
217,Dr. Provider 217,KAMC/04724,RJMC/48761,LIC5117382,Gynecologist,+917672682070,provider217@hospital.com,Clinic 217,120 Health Street,Delhi,GJ,442262,2019-01-01,2030-12-31,Pending,57
218,Dr. Provider 218,APMC/89013,TNMC/29365,LIC2599814,Orthopedic Surgeon,+918443931045,provider218@hospital.com,Clinic 218,18 Health Street,Bengaluru,GJ,432724,2015-01-01,2026-12-31,Pending,58
219,Dr. Provider 219,GJMC/72131,KLMC/67438,LIC3881493,Psychiatrist,+919286350824,provider219@hospital.com,Clinic 219,52 Health Street,Jaipur,TN,447961,2016-01-01,2029-12-31,Pending,45
220,Dr. Provider 220,RJMC/93943,TNMC/65036,LIC0008719,Psychiatrist,+918187163942,provider220@hospital.com,Clinic 220,173 Health Street,Ahmedabad,WB,478964,2014-01-01,2028-12-31,Expired,99
221,Dr. Provider 221,DLMC/39617,DLMC/47015,LIC1870563,Dermatologist,+918185471181,provider221@hospital.com,Clinic 221,191 Health Street,Lucknow,TN,572314,2021-01-01,2025-12-31,Pending,47
222,Dr. Provider 222,WBMC/86030,APMC/01971,LIC2593162,Pediatrician,+918043894981,provider222@hospital.com,Clinic 222,44 Health Street,Kochi,UP,436260,2021-01-01,2025-12-31,Expired,69
223,Dr. Provider 223,DLMC/06260,MHMC/69472,LIC9563097,Gynecologist,+916224759444,provider223@hospital.com,Clinic 223,142 Health Street,Kolkata,MH,555708,2010-01-01,2028-12-31,Verified,69
224,Dr. Provider 224,KAMC/04442,DLMC/78681,LIC7955722,Dermatologist,+919560196525,provider224@hospital.com,Clinic 224,124 Health Street,Hyderabad,TN,432327,2011-01-01,2030-12-31,Expired,90
225,Dr. Provider 225,GJMC/93475,RJMC/33865,LIC9824684,Pediatrician,+918286587926,provider225@hospital.com,Clinic 225,91 Health Street,Lucknow,KA,404661,2013-01-01,2027-12-31,Expired,72
226,Dr. Provider 226,TNMC/82667,WBMC/62311,LIC5237758,ENT Specialist,+916395098262,provider226@hospital.com,Clinic 226,43 Health Street,Delhi,MH,579982,2012-01-01,2025-12-31,Pending,94
227,Dr. Provider 227,APMC/19501,KLMC/92194,LIC2984842,Dermatologist,+916520571244,provider227@hospital.com,Clinic 227,35 Health Street,Mumbai,GJ,499945,2010-01-01,2025-12-31,Expired,47
228,Dr. Provider 228,KAMC/66482,KAMC/22485,LIC9309269,Neurologist,+917854337243,provider228@hospital.com,Clinic 228,45 Health Street,Kolkata,GJ,654763,2011-01-01,2026-12-31,Verified,49
229,Dr. Provider 229,DLMC/44422,KAMC/30073,LIC3062902,Neurologist,+917174671924,provider229@hospital.com,Clinic 229,8 Health Street,Hyderabad,UP,522797,2020-01-01,2027-12-31,Pending,44
230,Dr. Provider 230,GJMC/54861,KAMC/66744,LIC8157899,Gynecologist,+916401101421,provider230@hospital.com,Clinic 230,25 Health Street,Lucknow,AP,581041,2012-01-01,2026-12-31,Expired,54
231,Dr. Provider 231,RJMC/59338,KLMC/10314,LIC6001990,Dermatologist,+918971306593,provider231@hospital.com,Clinic 231,51 Health Street,Bengaluru,DL,557239,2017-01-01,2025-12-31,Verified,71
232,Dr. Provider 232,WBMC/04024,TNMC/30716,LIC5060457,Pediatrician,+918866160004,provider232@hospital.com,Clinic 232,16 Health Street,Mumbai,MH,415052,2017-01-01,2027-12-31,Verified,55
233,Dr. Provider 233,KLMC/09427,APMC/76327,LIC1023939,Neurologist,+917166995519,provider233@hospital.com,Clinic 233,107 Health Street,Hyderabad,KA,408716,2019-01-01,2026-12-31,Expired,99
234,Dr. Provider 234,RJMC/05013,DLMC/16294,LIC1968656,Cardiologist,+919571782132,provider234@hospital.com,Clinic 234,195 Health Street,Kochi,UP,580712,2012-01-01,2028-12-31,Verified,86
235,Dr. Provider 235,UPMC/93951,TNMC/35036,LIC5266294,Psychiatrist,+919942187986,provider235@hospital.com,Clinic 235,171 Health Street,Delhi,RJ,673021,2018-01-01,2029-12-31,Verified,56
236,Dr. Provider 236,KLMC/03870,WBMC/03496,LIC1935961,General Physician,+917654970498,provider236@hospital.com,Clinic 236,17 Health Street,Chennai,KA,575232,2011-01-01,2027-12-31,Expired,51
237,Dr. Provider 237,WBMC/89724,KLMC/83872,LIC9728282,Dermatologist,+918829901344,provider237@hospital.com,Clinic 237,58 Health Street,Chennai,KL,440237,2019-01-01,2025-12-31,Expired,77
238,Dr. Provider 238,DLMC/01567,TNMC/76013,LIC7883161,Orthopedic Surgeon,+919230969594,provider238@hospital.com,Clinic 238,15 Health Street,Ahmedabad,AP,586464,2015-01-01,2026-12-31,Verified,52
239,Dr. Provider 239,DLMC/16817,GJMC/52369,LIC6281252,Neurologist,+916436012400,provider239@hospital.com,Clinic 239,86 Health Street,Mumbai,GJ,529060,2013-01-01,2027-12-31,Expired,44
240,Dr. Provider 240,MHMC/09678,KAMC/13660,LIC5304101,Dermatologist,+916998621796,provider240@hospital.com,Clinic 240,26 Health Street,Lucknow,TN,410096,2010-01-01,2026-12-31,Pending,99
241,Dr. Provider 241,MHMC/49336,UPMC/65008,LIC6755489,Neurologist,+917408765085,provider241@hospital.com,Clinic 241,140 Health Street,Mumbai,DL,533645,2018-01-01,2030-12-31,Expired,63
242,Dr. Provider 242,DLMC/75782,WBMC/86449,LIC9712135,Pediatrician,+918603967999,provider242@hospital.com,Clinic 242,148 Health Street,Jaipur,RJ,489671,2013-01-01,2027-12-31,Pending,100
